# galtileid raJ2000 decJ2000 uDerived gDerived rDerived iDerived zDerived yDerived redshift semiMajorBulge semiMinorBulge semiMajorDisk semiMinorDisk isAGN
4713482913810 1.20033296 4.21926619 24.4873297 24.4586472 24.2693602 23.8440791 23.3630962 22.7510891 1.27537251 0.145299196 0.138655096 0.530711293 0.347226799 0
4713483784210 1.28168812 4.3269284 25.4599694 25.0469419 24.6381968 23.8769951 23.7004434 23.6217982 0.815598905 0.245982796 0.203717098 0.0 0.0 0
4713484015634 1.32905605 4.56884622 25.2714788 23.7778271 23.7467797 23.839726 23.9555882 24.0064869 3.03630376 0.50271517 0.490161091 0.0 0.0 0
4713484087314 1.5582646 4.42700517 25.1515839 24.910377 24.6136534 23.9060508 23.7415029 23.699558 0.83364588 0.241898805 0.241227701 0.0 0.0 0
4713484326930 1.4268017 4.33859095 26.3994434 26.2085248 25.4847627 24.1174487 23.485628 22.7506102 1.37989724 0.627499104 0.498619199 0.0 0.0 0
4713484414994 1.51171844 4.28478678 26.6102859 26.0481925 24.737578 23.8257961 22.8313894 22.3507129 1.191679 0.758845687 0.480092794 0.0 0.0 0
4713484666898 1.23082145 4.21900043 23.7724012 23.6561461 23.7685473 23.8783423 23.9339432 24.0014323 2.22614789 0.648410678 0.603378475 0.0 0.0 0
4713485160466 1.40397573 4.21902174 27.7521091 26.4629215 24.8758326 23.7937538 23.1160494 22.8298383 0.888620794 0.303665608 0.243176699 0.0 0.0 0
4713485973522 1.530004 4.347595 23.8613174 23.7892034 24.0966931 23.8150967 23.8218784 23.8104798 1.72642004 0.229039103 0.166473195 0.0 0.0 0
4713486045202 1.57393538 4.30872621 24.1765178 23.4420727 23.4194115 23.7867131 23.6213121 23.5435574 2.4747901 0.440986991 0.429665089 0.0 0.0 0
4713486200850 1.57661047 4.21213047 24.7017498 24.7762337 24.6173065 23.9579811 23.7730197 23.7155107 0.817024589 0.237142295 0.183709905 0.0 0.0 0
4713487091730 1.20108176 4.39661801 24.9043672 24.7988776 24.4626738 23.8220267 23.7153947 23.624437 0.741006374 0.221121803 0.214007005 0.0 0.0 0
4713487446034 1.21186885 4.28468615 25.4293018 24.0640877 23.798064 23.7665423 23.8058353 23.6837615 2.59834003 0.83938849 0.58713609 0.0 0.0 0
4713487775762 1.20199198 4.40586217 23.9946965 24.0698772 24.0393284 23.7630198 23.2207627 23.0725105 1.06041014 0.302295297 0.264013797 0.0 0.0 0
4713488080914 1.22133798 4.55392856 25.7826264 23.8292546 23.7366672 23.7944772 23.8974518 23.949432 3.14201617 0.530087709 0.527955413 0.0 0.0 0
4713488453650 1.51084396 4.25966576 25.5701409 25.2145147 24.4109329 23.8705123 23.6986623 23.5612314 0.607582629 0.262751102 0.260917991 0.0 0.0 0
4713488912402 1.43534458 4.4978096 23.9933578 24.112816 24.0677571 23.9228047 23.895102 23.5678896 1.45133257 0.636620522 0.618261218 0.0 0.0 0
4713489006610 1.31925592 4.49797637 27.9073993 26.5656427 24.8309652 23.7613674 22.9956333 22.638537 0.945884585 0.428221196 0.296507597 0.0 0.0 0
4713489702930 1.48184623 4.5448812 26.4475041 25.049602 24.1703839 23.754422 23.528808 23.371901 0.181919798 0.381677896 0.303733587 0.0 0.0 0
4713489743890 1.29249664 4.5096831 23.8076551 23.8707 23.8803414 23.8503537 23.6869981 23.3121489 1.34571946 0.273863703 0.25393939 0.0 0.0 0
4713490010130 1.58985989 4.45522151 24.5984017 24.5397586 24.5093559 24.2830145 23.7529439 23.3900532 1.81353176 1.5294646 1.31654119 0.0 0.0 0
4713490341906 1.31397651 4.26592259 24.4081929 23.9375622 24.1806746 23.7933112 23.5937913 23.5002313 1.87692297 0.571863294 0.460153908 0.0 0.0 0
4713490472978 1.48455568 4.31759791 27.1490803 25.535947 24.2765455 23.7862168 23.5249647 23.3558271 0.352081209 0.158534393 0.158476099 0.0 0.0 0
4713490481170 1.3533911 4.3480017 27.4973016 25.7983597 24.3716422 23.8053022 23.4942362 23.3209511 0.413056195 0.334154099 0.334146589 0.0 0.0 0
4713491884050 1.48204293 4.54300049 27.2029386 25.4720239 24.2648342 23.7551177 23.5033916 23.3148697 0.302437901 0.148718804 0.142925307 0.0 0.0 0
4713492115474 1.23738795 4.30593846 27.6679978 24.4598767 23.6441313 23.8082916 24.0595336 23.5167056 2.87450552 1.18725336 0.849752426 0.0 0.0 0
4713493045266 1.40924259 4.48508609 27.4806224 25.7022399 24.4594984 23.9224091 23.6554171 23.4556781 0.304975688 0.0 0.0 0.431119114 0.245942697 0
4713493102610 1.34959372 4.40371444 24.5302706 24.5322445 24.4743914 24.018477 23.526067 23.1011691 1.62046576 0.598032415 0.515686512 0.0 0.0 0
4713493325842 1.37190016 4.42060186 23.6485663 23.7829793 23.8785775 23.982721 24.0726809 24.0288584 1.65693128 0.2164056 0.197576806 0.0 0.0 0
4713494108178 1.54012232 4.59032684 27.9536969 26.0163991 24.6211084 23.9107456 23.5713084 23.3874487 0.500395715 0.325422108 0.32186529 0.0 0.0 0
4713494179858 1.20172499 4.33338189 27.9624778 26.1379008 24.6976535 23.9585985 23.6109894 23.4108014 0.522263706 0.211509898 0.141487405 0.0 0.0 0
4713494194194 1.5403041 4.34195503 24.496015 24.2998358 24.2977039 24.2792899 24.0353048 23.7032812 2.07861114 1.10778666 1.10249639 0.0 0.0 0
4713494632466 1.3214077 4.44472311 28.2930526 26.1001669 24.6832073 23.8837366 23.5189143 23.3051906 0.526995599 0.266527295 0.2207724 0.0 0.0 0
4713495099410 1.4373233 4.34960072 27.0923763 25.8693793 24.6884371 23.8645608 23.4781656 23.2103349 0.585350573 0.252236694 0.252135396 0.139511406 0.0306768995 0
4713495336978 1.35748765 4.27202011 25.7190237 25.2434132 24.4448962 23.8770237 23.6368015 23.4593697 0.576357305 0.0850640014 0.0849433988 0.223080903 0.0943906978 0
4713495912466 1.27867808 4.4426499 27.8391063 26.0191355 24.6044633 23.7521966 23.3997549 23.162173 0.584551275 0.132970899 0.132139698 0.315070093 0.138581201 0
4713496207378 1.46665523 4.22139451 27.7188964 25.9578955 24.5747582 23.7550198 23.4185285 23.2021141 0.565946996 0.284368485 0.184503302 0.0 0.0 0
4713496307730 1.21810575 4.49602919 26.3057187 25.4607299 24.4322772 23.8102246 23.5347389 23.3391271 0.587996125 0.0 0.0 0.2136603 0.0598194003 0
4713496463378 1.4973797 4.37963706 25.1663847 24.9414044 24.2853077 23.8717941 23.741431 23.6397701 0.58544302 0.0 0.0 0.481690705 0.286834896 0
4713496627218 1.53457927 4.44501843 24.4370135 24.5269647 24.3831359 24.0794234 23.4633553 23.2183211 1.09998643 0.1410404 0.127875403 0.606998026 0.470584214 0
4713497204754 1.31079123 4.27904304 25.0476036 25.2866773 24.5187535 24.053943 23.3207309 23.0126291 1.12829185 0.102380998 0.0978981033 0.311612099 0.0734042972 0
4713497341970 1.2243553 4.52952109 24.6896955 24.8296791 24.3825798 24.0418109 23.4084991 23.0896336 1.14284086 0.188609198 0.188422903 0.488313913 0.194362402 0
4713497479186 1.46001152 4.46982953 25.36794 25.4072208 24.8162464 24.2053181 23.4298834 23.0344697 1.10417223 0.208155304 0.135869101 0.539664626 0.2698434 0
4713497894930 1.44223235 4.51782343 24.9261991 25.1249762 24.6085236 24.2451825 23.5620792 23.2772989 1.14158332 0.0858128965 0.0774737969 0.400320709 0.131295696 0
4713498261522 1.55902719 4.56473662 25.1884182 25.1926804 24.8358049 24.314369 23.594112 23.18033 1.15715075 0.0952825993 0.0951000974 0.564554095 0.438782811 0
4713498445842 1.34368765 4.2194186 24.9305261 25.0802768 24.5123226 24.0886235 23.4296889 23.0739696 1.1382184 0.526267529 0.461991996 0.394626409 0.133768007 0
4713498587154 1.56845858 4.22399275 25.2018079 25.2033686 24.8202631 24.2817294 23.5490286 23.1406554 1.1469698 0.120034702 0.113949098 0.807992995 0.66026777 0
4713498808338 1.53676934 4.55341061 25.8358077 25.9352525 25.0015227 24.2689973 23.4335192 22.9675333 1.12124336 0.148943305 0.109732002 0.598832428 0.176197305 0
4713499484178 1.47187765 4.53928502 26.5206798 26.3500441 25.1879002 24.2879432 23.4724539 22.9285382 1.11050677 0.703668594 0.472558111 0.0989210978 0.0283371992 0
4713500813330 1.29537851 4.38372354 24.7602155 24.9359365 24.5087749 24.1896138 23.5290194 23.2789031 1.13864422 0.153825507 0.147471502 0.312955201 0.111592501 0
4713501112338 1.30352316 4.41769299 25.3112395 25.4313501 24.8373094 24.3187516 23.5475036 23.1703019 1.14546514 0.0930840001 0.0801495016 0.63171649 0.25072211 0
4713501212690 1.57523649 4.33699519 27.1459974 26.7172907 25.2557458 24.2021018 23.3837755 22.7802661 1.14286768 0.391169697 0.384904295 1.19415045 0.840467691 0
4713501911058 1.56008463 4.24145111 27.0340449 26.674589 25.2686304 24.2944283 23.4480237 22.8874913 1.10017347 0.301999897 0.287463993 0.852833807 0.652242005 0
4713502572562 1.4676928 4.43095092 25.7387209 25.8240423 24.7435904 24.0013254 23.2041426 22.7631237 1.10666382 0.532626987 0.515744507 0.334670991 0.070728302 0
4713503430674 1.56402499 4.23829201 25.3328461 25.3402276 24.9379163 24.3963022 23.6564783 23.2868374 1.10984528 0.123646699 0.121074602 0.493341208 0.367870688 0
4713503436818 1.26255335 4.26614367 25.1576126 25.1583186 24.7243706 24.1628713 23.4139586 23.0506962 1.09495234 0.111960299 0.105928198 1.17110455 0.95442009 0
4713504337938 1.4527067 4.55551424 25.0393657 25.1766508 24.5032332 24.0339831 23.3582482 23.0310442 1.11142409 0.247579694 0.236393496 0.216318399 0.0645221025 0
4713504876562 1.52845552 4.50896776 24.3369646 24.4294674 24.3035443 24.0272756 23.4200288 23.1836809 1.1108067 0.0 0.0 0.804150105 0.594926476 0
4713505048594 1.43141731 4.57367603 24.7842556 25.041127 24.4122021 24.1307198 23.6991629 23.5258828 1.10734975 0.0940286964 0.0774424002 0.383141011 0.0773119032 0
4713505198098 1.33131049 4.4243411 27.1550066 26.7466067 25.2498725 24.244145 23.3927338 22.8199477 1.10784233 0.242435798 0.199075401 0.642136514 0.410977811 0
4713505589266 1.22204161 4.42170556 25.0789253 25.3203604 24.5483547 24.0916596 23.3546583 23.0310156 1.14578891 0.324006885 0.275701106 0.381022811 0.0788481981 0
4713505763346 1.44213523 4.24528016 24.2693887 24.4017012 24.1925335 24.065734 23.5784351 23.4294801 1.16343224 0.143087596 0.126827702 0.560665071 0.322664589 0
4713506226194 1.39568846 4.52925896 25.2129353 25.220249 24.8178039 24.2754977 23.5359873 23.1641959 1.11120355 0.0602760017 0.0514975004 0.589376271 0.441012293 0
4713506281490 1.46124825 4.59691817 24.582005 24.7374946 24.3620498 24.0101519 23.3481125 23.0609781 1.12859738 0.0964566022 0.0888003036 0.5468418 0.261482388 0
4713506414610 1.45118865 4.56392911 24.9490983 25.1246043 24.4281897 24.0085954 23.2981741 23.0342632 1.12614763 0.0937395021 0.0915431008 0.328441799 0.0860316977 0
4713507340306 1.24069085 4.57396586 24.394478 24.7023111 24.3286017 24.227661 23.9053245 23.8378439 1.13940871 0.0 0.0 0.160637498 0.0444696993 0
4713508161554 1.59452728 4.44644841 25.8498921 25.927702 25.0495542 24.2928328 23.5040003 22.9755261 1.17139244 0.374084592 0.370999992 0.247083798 0.0808212012 0
4713508696082 1.52706642 4.56689679 25.005181 25.1370543 24.5278681 24.1279127 23.4898531 23.1395187 1.16794133 0.193336397 0.142948002 0.150991902 0.033218801 0
4713508997138 1.586583 4.38087207 25.360571 25.5056608 24.7204866 24.1235349 23.31466 22.8941347 1.15197408 0.130812898 0.130681306 0.438331306 0.1262099 0
4713509380114 1.33476126 4.23311685 24.694702 24.8144547 24.4948395 24.1638755 23.4453408 23.1912977 1.15930855 0.112926103 0.107060701 1.2027241 0.605733514 0
4713509529618 1.3932368 4.36606564 24.8335047 25.0952879 24.5075423 24.2496727 23.7761805 23.5513774 1.17405462 0.102305099 0.1020016 0.376001209 0.0998023003 0
4713509586962 1.22733453 4.41799964 25.3475318 25.3704881 24.9277384 24.371531 23.6411594 23.1992766 1.16756558 0.143880397 0.0962883011 0.542793572 0.376582712 0
4713509767186 1.29684283 4.3442592 24.5664575 24.6562167 24.355233 24.0202799 23.4260186 23.0467306 1.17178321 0.493273497 0.474839002 0.265084088 0.146581396 0
4713509785618 1.55768031 4.28801563 25.0159742 25.2282586 24.4521261 24.0037021 23.3137164 22.9692011 1.1455611 0.150544897 0.134271801 0.327728391 0.0711750016 0
4713510469650 1.36949064 4.49219044 25.1269058 25.3027663 24.5748595 24.1251565 23.3836527 23.0545011 1.14904988 0.160357594 0.156332493 0.35707891 0.0894012004 0
4713510817810 1.24514394 4.4986548 25.0681474 25.2883648 24.5126071 24.048003 23.3656706 22.9588551 1.17320299 0.238881901 0.166666493 0.678771198 0.137395993 0
4713511630866 1.4741095 4.49074957 26.0539873 25.9502911 25.1024346 24.2090056 23.4576203 22.8636914 1.18813241 0.150715604 0.144230694 0.942790508 0.59865272 0
4713512089618 1.30197136 4.29040752 24.5085564 24.6596719 24.2553893 24.0974908 23.4567317 23.2590935 1.18514276 0.157384306 0.137144193 0.345841706 0.133114904 0
4713513119762 1.46606969 4.51435437 24.2870243 24.3513521 24.3642877 24.2168737 23.6655542 23.4268792 1.17235756 0.0710380971 0.0615529008 0.556088805 0.471244991 0
4713514397714 1.32755474 4.46408238 25.440485 25.5053839 24.9164742 24.2981243 23.5606726 23.0541251 1.19413185 0.205697104 0.199441701 0.451939911 0.2023298 0
4713515116562 1.37761908 4.44044931 24.8109488 24.8596213 24.5632577 24.1556873 23.4885376 23.076202 1.19716358 0.187128693 0.171027601 1.10398149 0.699282825 0
4713515544594 1.53804668 4.20161384 24.8238326 25.0101744 24.4313587 24.0920762 23.457109 23.15702 1.16192293 0.153508693 0.152778506 0.395721197 0.108458899 0
4713515960338 1.21707579 4.56520315 24.8010327 24.9847269 24.5629436 24.2428589 23.5870661 23.2765271 1.16868055 0.0470287018 0.0470248982 0.459320694 0.179548696 0
4713516089362 1.38807556 4.34100292 24.512326 24.6705122 24.3849501 24.2446462 23.7484462 23.5958818 1.16828966 0.0 0.0 0.520964205 0.217397198 0
4713516099602 1.56083785 4.24041321 25.255797 25.4331939 24.5952563 24.0722226 23.3237066 22.9290464 1.16897154 0.197630703 0.118849598 0.26223579 0.0537117012 0
4713516324882 1.38749866 4.50470735 25.7756239 25.7822549 25.0669897 24.342822 23.5551304 23.0646024 1.14217174 0.0909937024 0.0859410986 0.523581207 0.309870809 0
4713516427282 1.56339612 4.56249185 26.0628726 25.9841349 24.9488964 24.0983615 23.2589533 22.7132524 1.16618085 0.277289212 0.277026892 0.413121909 0.156437397 0
4713517113362 1.57981574 4.49628045 25.3864694 25.4592107 24.8647205 24.2576684 23.5012216 23.0168656 1.18033385 0.158376098 0.125867993 1.04504335 0.506525218 0
4713517717522 1.23861726 4.39335214 31.1188816 25.5646582 24.359101 24.1589334 24.1693862 24.3115422 3.82280111 0.161265701 0.156869307 0.54473573 0.305766612 0
4713517922322 1.48741255 4.31614871 24.7289849 24.790474 24.4226498 24.0174229 23.3479826 22.9619211 1.1733855 0.0924085975 0.0784362033 0.463350505 0.264155596 0
4713517942802 1.3101842 4.52147032 24.4787639 24.5923664 24.427957 24.2051563 23.6126167 23.3329529 1.17394507 0.0 0.0 0.353877693 0.229677901 0
4713518448658 1.51144865 4.58848918 25.432185 25.589438 24.8712057 24.2972545 23.5439815 23.0465345 1.20841324 0.125983 0.1259754 0.357191503 0.1068841 0
4713518698514 1.35121388 4.2979819 24.4332548 24.8208709 24.3078346 24.1652124 23.8282572 23.7107935 1.19596934 0.0 0.0 0.344906807 0.0732263997 0
4713519669266 1.39817064 4.57589212 25.07734 25.1732383 24.7435611 24.2791716 23.6231333 23.1379769 1.22670388 0.132614404 0.131937295 0.253549814 0.117977798 0
4713519937554 1.52818454 4.39659048 25.4461464 25.5270755 24.6814199 24.0818723 23.3119534 22.8312666 1.1696471 0.414395899 0.410378098 0.275717407 0.0709583014 0
4713520719890 1.47928783 4.30023701 24.3660574 24.4552579 24.3398777 24.087721 23.4776573 23.1970258 1.15038669 0.0658757985 0.0457996018 0.60023129 0.470516503 0
4713520990226 1.24353925 4.48779983 24.5026532 24.682756 24.3058527 24.020346 23.436345 23.0698267 1.21803772 0.1240777 0.118898898 0.869316518 0.354960293 0
4713521467410 1.57727213 4.37288703 24.2630712 24.531588 24.2857504 24.2071631 23.8086361 23.7455333 1.14183426 0.0503951982 0.0422040001 0.623366296 0.253108591 0
4713521498130 1.43025448 4.4578437 25.3948973 25.4401331 24.9528766 24.3704288 23.6628797 23.1591129 1.20305395 0.189450607 0.188054502 0.420656502 0.244345203 0
4713521856530 1.36988144 4.20047574 23.9671622 24.050034 24.100501 24.0126059 23.4954396 23.2497316 1.21168268 0.1378984 0.133490607 0.720528781 0.591525912 0
4713521928210 1.45349511 4.53758777 24.2869851 24.357424 24.3468915 24.153843 23.5763212 23.3694821 1.1348871 0.0 0.0 0.411062807 0.361450911 0
4713522116626 1.4344847 4.46479131 24.3649855 24.4579568 24.3629681 24.1460277 23.5507561 23.3238451 1.14141309 0.0544904992 0.0537420996 0.346895099 0.272803009 0
4713522237458 1.22969651 4.49459201 25.3956226 25.3482181 24.9195693 24.2489278 23.5848678 23.0152748 1.22319698 0.196743906 0.191863105 0.655968428 0.476252288 0
4713522302994 1.47850948 4.40518273 25.2832382 25.1131835 24.2678014 24.0558755 24.0420904 24.21095 3.7867372 0.279091597 0.273185313 1.12978148 0.490270406 0
4713522569234 1.54468605 4.57869371 25.1100346 25.1144402 24.7289 24.188254 23.4571236 23.0559855 1.14048111 0.191404104 0.116505899 0.760207415 0.619809091 0
4713522622482 1.54824897 4.54303326 25.350192 25.3977146 24.9112313 24.3361072 23.622344 23.1288226 1.19627714 0.235763401 0.180300206 0.522609413 0.275669605 0
4713522991122 1.30137868 4.47216269 24.420209 24.5051663 24.2764832 24.0318112 23.5230775 23.1445922 1.21742165 0.0987137035 0.0948434994 0.183288693 0.108053803 0
4713523169298 1.57343673 4.47151928 24.3757173 24.4810785 24.3129373 24.0575421 23.4887917 23.1242965 1.20385754 0.160588995 0.1253791 0.495940387 0.333206207 0
4713523654674 1.29698259 4.27830607 24.5362011 24.6143584 24.4054923 24.1557429 23.6969484 23.2680654 1.24570119 0.186112195 0.157988697 0.281104088 0.146880895 0
4713523965970 1.2088509 4.58554016 24.5971539 24.7241689 24.4881755 24.2174727 23.6594157 23.2777249 1.21856451 0.225494906 0.174709097 0.3790856 0.2006699 0
4713524076562 1.53462578 4.46553107 25.1492533 25.2611161 24.6071707 24.1099072 23.4415094 22.9443547 1.20153725 0.254644185 0.201087698 0.456310213 0.123049103 0
4713524877330 1.47889677 4.38774707 24.3688407 24.4853546 24.3155653 24.0890564 23.4824976 23.2607947 1.14343536 0.202043697 0.173700199 0.300029486 0.205451295 0
4713524994066 1.39912331 4.2121871 25.1985633 25.3630559 24.618315 24.1188366 23.3902468 22.9591211 1.1914736 0.327364385 0.326882511 0.485538006 0.120150499 0
4713525094418 1.57342467 4.24608254 24.1779067 24.2451825 24.2228124 24.0107965 23.424239 23.1794576 1.14350998 0.0174246002 0.0149491997 0.566684902 0.471894801 0
4713525977106 1.5490984 4.4171537 26.2244146 26.120074 25.0407541 24.1149875 23.3062781 22.7387814 1.13956702 0.462166607 0.45455721 1.8515501 1.00648022 0
4713526849554 1.34830864 4.30552821 25.3591588 25.4095203 24.7585414 24.0952712 23.4420286 22.8544789 1.22795022 0.267854303 0.265570998 0.190228701 0.0553724989 0
4713526884370 1.29026561 4.52197041 24.5382772 24.6222528 24.4139417 24.200497 23.7275037 23.3644544 1.22926223 0.0 0.0 0.352180004 0.203089207 0
4713527662610 1.22954909 4.35586969 24.1550809 24.2094892 24.2446256 24.1179356 23.636525 23.3231521 1.21948731 0.0 0.0 0.674286604 0.618168712 0
4713527769106 1.49524487 4.37998405 24.375675 24.4402711 24.4117517 24.1893439 23.5989301 23.3305336 1.15033877 0.0615525991 0.0550936013 0.532004714 0.505603313 0
4713528805394 1.20430868 4.51587861 24.2024764 24.2614067 24.2758805 24.1245035 23.5909738 23.3120437 1.19093406 0.0596437007 0.043071501 0.420121014 0.355869591 0
4713528844306 1.49113299 4.35353181 24.3118044 24.6085217 24.2944171 24.2001521 23.8207908 23.754417 1.14322615 0.0 0.0 0.507698476 0.163613901 0
4713528915986 1.58086425 4.27073045 24.1012294 24.3327276 24.1393483 24.0544853 23.59788 23.5185255 1.14507246 0.160221606 0.136004701 0.468550205 0.231396496 0
4713529012242 1.24564241 4.23084924 25.6233925 25.5803103 24.9991867 24.3199159 23.5529311 23.1005978 1.12539041 0.273860186 0.265751898 0.513920188 0.410759687 0
4713529104402 1.24479265 4.57758889 25.1673102 25.3176649 24.5604542 24.0569556 23.4253939 22.9205621 1.23033941 0.159381494 0.0973702967 0.417138487 0.0924097002 0
4713530386450 1.510954 4.44164873 25.6083436 25.6512434 24.9530732 24.2674221 23.5339324 22.9707448 1.21832764 0.323772699 0.210370898 0.373598814 0.142435104 0
4713530685458 1.34551181 4.21338965 25.1588672 25.3365211 24.6310552 24.2375652 23.6683523 23.2472769 1.21668303 0.1066209 0.0853184983 0.345963597 0.0742432997 0
4713530996754 1.57640782 4.3651145 25.1810361 25.3295625 24.5787845 24.0524673 23.4790945 22.9491505 1.23893917 0.366337091 0.365588009 0.547367394 0.1193645 0
4713531359250 1.48202236 4.39046686 25.5181771 25.6011085 25.0157694 24.3572776 23.7012398 23.0873155 1.25515521 0.120760299 0.118976198 0.418994814 0.159086794 0
4713531465746 1.47989556 4.57173937 24.7005823 24.9037698 24.4638221 24.1729587 23.5952098 23.2254581 1.22661626 0.167776093 0.143105596 0.295513213 0.100922398 0
4713531502610 1.26554838 4.35649397 24.5640579 24.6927526 24.4497204 24.162809 23.5934563 23.1982266 1.21554697 0.0625979006 0.0619649999 0.403392494 0.210719407 0
4713531631634 1.43462083 4.34034787 24.3321602 24.6194035 24.2231336 24.1179245 23.7636431 23.6081 1.21986127 0.0 0.0 0.147450805 0.0399326012 0
4713531750418 1.40344758 4.42409782 26.3497042 26.2274652 25.2047168 24.2341017 23.468045 22.8236361 1.21296155 0.183818206 0.128807396 0.859960377 0.374498099 0
4713532000274 1.43928222 4.5070989 24.4846504 24.5495038 24.3973735 24.1937485 23.6826391 23.3551612 1.19932115 0.131941095 0.131326795 0.195579901 0.119349502 0
4713532071954 1.34639124 4.43280491 24.3383067 24.699398 24.2614344 24.1435024 23.8107894 23.6852771 1.20525765 0.0 0.0 0.220360696 0.057296399 0
4713532180498 1.54675131 4.54521665 25.7167981 25.749561 25.0966638 24.3384902 23.6382487 23.0152231 1.23509216 0.26858151 0.261321813 0.542025805 0.240587294 0
4713532360722 1.50185613 4.4438758 24.394246 24.5220793 24.298374 24.0306392 23.4950361 23.0888076 1.23089993 0.0 0.0 0.953114808 0.477352202 0
4713532508178 1.51456782 4.50992237 24.790949 24.9692473 24.5433951 24.1961022 23.5544249 23.1781635 1.19266915 0.160586596 0.1599392 0.442485005 0.158155307 0
4713533714450 1.40531363 4.44636047 24.5968118 24.7095218 24.3918079 24.1165629 23.5730225 23.1984298 1.20666385 0.185460195 0.155488804 0.262120485 0.120263502 0
4713533814802 1.2517141 4.36326164 24.3450521 24.4777463 24.288086 24.1960513 23.7659646 23.560821 1.21483934 0.0 0.0 0.381835997 0.210247904 0
4713534412818 1.30181747 4.44962645 26.4983209 24.7534353 24.1899981 24.1970623 24.2024286 24.2407214 3.90816641 0.0 0.0 1.08980775 0.974714875 0
4713534519314 1.49030752 4.26231591 24.6170193 24.7730843 24.4497326 24.1555197 23.5567661 23.190816 1.20403385 0.0924056992 0.0830771029 0.31114319 0.148856401 0
4713534595090 1.30264435 4.5607922 31.399735 25.645482 24.2988293 24.1052492 24.0925813 24.2003337 3.99756551 0.344493896 0.301525712 0.935422003 0.641495526 0
4713534693394 1.42349529 4.45740988 24.678372 24.8318311 24.5091202 24.2012316 23.613048 23.2192379 1.2139951 0.0735531971 0.0708303973 0.640761375 0.288221598 0
4713534699538 1.3120223 4.35777491 24.678372 24.8318311 24.5091202 24.2012316 23.613048 23.2192379 1.2139951 0.0735531971 0.0708303973 0.640761375 0.288221598 0
4713535068178 1.30231243 4.5035603 25.0786408 25.3427321 24.6397191 24.2267542 23.5666689 23.152808 1.21961188 0.111104101 0.0907398015 0.41299361 0.0914611965 0
4713535186962 1.47889975 4.41162979 25.6736681 25.6758364 24.9162616 24.144414 23.3811684 22.8096888 1.19875789 0.386507213 0.376781195 1.15237856 0.567832112 0
4713535377426 1.45728306 4.22864388 24.8438277 25.0875284 24.4555069 24.0648391 23.4113734 23.009647 1.21415651 0.119096898 0.0883861035 0.429542005 0.101705 0
4713535733778 1.395027 4.34769525 24.2699216 24.3280879 24.3418892 24.1881136 23.6560668 23.3716697 1.19277954 0.157891497 0.104088001 0.7491799 0.642257392 0
4713535971346 1.45525347 4.46972519 25.2339175 25.2275119 24.907669 24.3877052 23.713109 23.2343173 1.20075536 0.264515311 0.175038695 0.616762698 0.443005711 0
4713536233490 1.40147457 4.40659467 24.6507824 24.8658437 24.3620069 24.0035104 23.4551501 22.9976734 1.25760663 0.275017112 0.255951196 0.436828405 0.118790001 0
4713536780306 1.45931351 4.47512697 24.656138 24.8412845 24.4610629 24.19456 23.5880846 23.2674109 1.19974899 0.0 0.0 0.263008803 0.105356097 0
4713537742866 1.5380535 4.30742015 26.8944601 26.4759401 25.2306599 24.1588635 23.4065434 22.758905 1.19451356 0.229678601 0.229324907 0.480856389 0.366951913 0
4713537822738 1.58673847 4.46394035 25.4929728 25.5442273 24.9894768 24.3663831 23.6751389 23.1176289 1.22715795 0.131704703 0.115226299 0.366376996 0.170535401 0
4713538041874 1.291075 4.28471831 24.3711303 24.5018911 24.2724427 24.016818 23.4568476 23.0882985 1.21538556 0.0 0.0 0.631509423 0.370690912 0
4713538099218 1.35565279 4.50957994 24.4793294 24.6608767 24.3008774 24.1413541 23.6498845 23.4440212 1.19825315 0.0 0.0 0.522655725 0.184777498 0
4713538490386 1.21115846 4.49278534 26.3448952 25.3767649 24.4197706 24.1232193 23.95159 23.8332251 0.323711514 0.0 0.0 1.0106777 0.586993992 0
4713538719762 1.28725899 4.38883987 25.4539832 24.920789 24.2665556 24.0528681 23.9382639 23.8363933 0.301814109 0.0 0.0 0.600749791 0.579608619 0
4713538766866 1.29021159 4.41626691 27.1628872 25.7318766 24.6004855 24.2184834 24.0250707 23.8915049 0.332715988 0.0 0.0 0.878554702 0.62546432 0
4713539788818 1.21001953 4.56621989 26.6853143 25.3748145 24.4860165 24.2397508 24.1278343 24.0510026 0.309079111 0.0 0.0 0.843690813 0.798826873 0
4713539831826 1.3931982 4.21662247 25.4988605 25.03882 24.35307 24.1559001 24.0447058 23.9529841 0.329117507 0.0 0.0 0.311605394 0.266867101 0
4713540399122 1.46860192 4.56688714 24.5264586 24.637158 24.4555286 24.1931426 23.5929107 23.2650655 1.17921638 0.0 0.0 0.399638593 0.276355803 0
4713540683794 1.27294287 4.40532227 25.0202288 25.0331557 24.689782 24.2063081 23.6071678 23.0468758 1.22001719 0.305439711 0.291536301 0.392566115 0.200441599 0
4713541249042 1.32868544 4.41878736 25.0556344 25.2196431 24.6329499 24.1870131 23.4369854 23.0585303 1.17579734 0.0 0.0 0.302735686 0.0924272016 0
4713541939218 1.38675263 4.49097898 27.0142744 25.689385 24.5868346 24.1473572 23.9269257 23.7677951 0.319432288 0.0 0.0 0.380072415 0.301804096 0
4713542039570 1.24724341 4.57025803 26.2903863 25.1884721 24.2913967 24.1249331 24.0455071 23.9806886 0.330110192 0.0 0.0 0.602235496 0.579639375 0
