# id raJ2000 decJ2000 glat glon sedFilename uDerived gDerived rDerived iDerived zDerived yDerived properMotionRa properMotionDec parallax radialVelocity isVar
2251158388745 1.5040742 4.2792169 -56.7314747 101.959038 starSED/kurucz/km25_4250.fits_g00_4350.gz 28.5214051 26.2020888 25.064514 24.5834796 24.3598667 24.231807 -1.92 1.19 0.0445451 -24.6 0
1677012260873 1.5084097 4.2762755 -56.7356429 101.964794 starSED/mlt/m4.7Full.dat.gz 29.7060596 27.4400927 26.0347093 24.4498616 23.6826287 23.3026356 -8.17 4.44 0.1885385 -31.3 4
2251158067209 1.5031206 4.2770141 -56.7332583 101.956112 starSED/kurucz/km40_6250.fits_g25_6290.gz 18.8234828 17.9935783 17.7405362 17.6627574 17.6500812 17.654329 -4.58 1.07 0.1685 -32.7 0
2251163971593 1.5343886 4.2737939 -56.7462601 102.00812 starSED/kurucz/km50_6500.fits_g35_6500.gz 20.1930708 19.4468349 19.2107547 19.144994 19.145415 19.1595017 -3.44 -1.08 0.0848399 -177.4 0
2251161985033 1.5261591 4.2684606 -56.7486984 101.990833 starSED/mlt/m1.4Full.dat.gz 28.8128162 26.5430547 25.1771795 24.2862651 23.8690143 23.6630992 -3.41 2.97 0.1102554 53 4
1677013645321 1.5310706 4.2771671 -56.7420082 102.004362 starSED/mlt/m6.1Full.dat.gz 30.3060189 27.9688085 26.4786501 24.5167176 23.5901746 22.9583105 -14.35 0.47 0.3554676 -95.6 4
1677013487625 1.5291383 4.2756057 -56.7428738 102.000124 starSED/mlt/m1.5Full.dat.gz 27.0514972 24.7867943 23.4179639 22.5052457 22.0795131 21.8725962 -7.35 3.64 0.2106687 -24.2 4
1677011902473 1.5189798 4.2252961 -56.7873186 101.953309 starSED/kurucz/km10_5000.fits_g00_5060.gz 19.3336798 17.5779351 16.8751892 16.6222162 16.5227839 16.4569982 -7.26 -2.58 0.7596263 -33.8 0
1677012989961 1.5352115 4.2322826 -56.7858659 101.985386 starSED/mlt/m5.1Full.dat.gz 29.4270795 27.1516972 25.7172268 24.0272378 23.1950459 22.730516 -3.51 3.18 0.3181266 45.7 4
1677012901897 1.5357213 4.2272796 -56.7907697 101.983352 starSED/mlt/m3.2Full.dat.gz 27.1075376 24.9234632 23.5661894 22.3036685 21.7215546 21.4908258 -8.99 -0.4 0.3349654 -66.2 4
2251160836105 1.5318972 4.2339442 -56.7832366 101.980636 starSED/kurucz/km25_4500.fits_g00_4700.gz 27.6773972 25.866094 25.0056717 24.6495923 24.489669 24.4025006 -0.33 1.32 0.0374283 120 0
2251159787529 1.5303596 4.2229589 -56.793158 101.971581 starSED/kurucz/km10_5000.fits_g05_5180.gz 22.9080715 21.3578729 20.7360437 20.5122644 20.4256282 20.3709841 -9.05 5.01 0.1472313 -31.5 0
2390950311945 1.5239964 4.2332028 -56.7814241 101.966573 starSED/kurucz/km40_6000.fits_g30_6180.gz 27.2389208 26.4487009 26.1591517 26.0620141 26.041653 26.0441706 -0.18 0.02 0.0049843 -18.1 0
2027687618569 1.5302487 4.228001 -56.7883443 101.974329 starSED/kurucz/km40_4000.fits_g00_4220.gz 20.3362991 17.972099 16.725381 16.1725516 15.9087988 15.7645327 -28.05 2.77 2.0276827 -30.3 0
1677012187145 1.51607 4.2501307 -56.7628582 101.962768 starSED/kurucz/km30_5500.fits_g15_5720.gz 15.3408315 14.3727282 13.9970971 13.8538353 13.8008625 13.7830526 -1.72 8.17 0.6468447 53.4 0
2251156482057 1.5021446 4.2548678 -56.7539322 101.941524 starSED/mlt/m2.3Full.dat.gz 29.4168447 27.2167819 25.846751 24.7556868 24.2541177 24.0603414 -4.61 -1.26 0.09977 -74.6 4
2251159537673 1.5220237 4.2437919 -56.7707611 101.969342 starSED/kurucz/km40_6000.fits_g30_6240.gz 20.5386173 19.750106 19.4733112 19.3833612 19.3673456 19.3719439 -4.22 0.72 0.1013911 -102 0
2251157864457 1.513634 4.2431701 -56.7686781 101.954511 starSED/mlt/m2.5Full.dat.gz 28.6401645 26.4531879 25.0855404 23.9523983 23.431278 23.2405279 -2.48 -2.39 0.1627047 -71.1 4
2269766891529 1.5219691 4.2328307 -56.7811311 101.962859 starSED/mlt/m3.3Full.dat.gz 30.5164482 28.3266288 26.9705837 25.6910045 25.1006113 24.8576013 -1.91 3.06 0.077732 31.4 4
2251158548489 1.5209724 4.2320187 -56.7815831 101.960667 starSED/kurucz/km20_5500.fits_g15_5560.gz 25.1442608 24.0917158 23.6606292 23.4954818 23.4333905 23.4072287 -0.88 1.2 0.0253863 11.4 0
2251157567497 1.512972 4.2408924 -56.7706256 101.952042 starSED/kurucz/km30_6250.fits_g35_6470.gz 22.4519944 21.6914556 21.4507074 21.382985 21.3828406 21.3959787 -0.8 1.44 0.0343716 135.3 0
2269766801417 1.5171993 4.2380386 -56.7746766 101.957668 starSED/kurucz/km45_5250.fits_g10_5490.gz 19.5809124 18.5376616 18.1002383 17.9240091 17.8507885 17.8216981 -0.4 2.64 0.0807979 265 0
2251157760009 1.5058089 4.2649775 -56.7455205 101.953732 starSED/kurucz/km50_5250.fits_g05_5250.gz 19.8051871 18.6140363 18.0861263 17.8682944 17.7725832 17.7300309 -0.7 -0.05 0.040346 -37.2 0
2251160262665 1.5230544 4.2511838 -56.7640841 101.975425 starSED/mlt/m0.4Full.dat.gz 27.017601 24.7984759 23.527747 22.8453214 22.5136013 22.3397523 -7.2 3.01 0.1397655 -48.4 4
2390950150153 1.5141981 4.2536421 -56.7589346 101.961587 starSED/mlt/m5.0Full.dat.gz 31.3246649 29.0522275 27.6246565 25.9608328 25.1448596 24.7055482 -5.24 4.08 0.1251988 -13.7 4
2251159046153 1.5123286 4.2650052 -56.7475711 101.964984 starSED/kurucz/km25_5750.fits_g35_5910.gz 23.7421407 22.9376158 22.5803053 22.4483044 22.4089548 22.4021427 -0.9 0.76 0.0389045 87.8 0
2251159126025 1.5128536 4.2647511 -56.747979 101.965741 starSED/kurucz/km20_4250.fits_g00_4450.gz 24.7326804 22.4795246 21.4257424 20.995022 20.7979958 20.681263 -2.85 3.85 0.2105717 91.8 0
2251159240713 1.5156072 4.2582507 -56.7550161 101.966701 starSED/mlt/m6.0Full.dat.gz 30.9738554 28.6460384 27.1613332 25.2283912 24.3036447 23.6745493 -11.66 5.21 0.233131 -121.1 4
2027687940105 1.5451408 4.2374495 -56.7841265 102.005527 starSED/mlt/m1.8Full.dat.gz 25.350006 23.107605 21.7351393 20.7557573 20.3033105 20.0971699 -1.33 8.04 0.4670894 64.3 4
1677012985865 1.5311191 4.2442424 -56.7732291 101.985291 starSED/kurucz/km50_5750.fits_g15_5970.gz 18.9253006 18.0075134 17.7008314 17.5917533 17.5546085 17.5469122 -5.58 3.39 0.1395083 -32.1 0
2372168521737 1.5292607 4.2407511 -56.7759465 101.980052 starSED/kurucz/km15_6000.fits_g40_6120.gz 23.1121887 22.2996144 21.9729229 21.8664052 21.846435 21.8491356 -1.43 2.22 0.0423643 52.7 0
1677014136841 1.5445392 4.2629067 -56.7598052 102.019294 starSED/mlt/m4.4Full.dat.gz 27.7177519 25.4588596 24.0754002 22.5681271 21.8482676 21.5024634 -2.08 10.56 0.4234479 108.6 4
2251162470409 1.5321824 4.2579906 -56.7605373 101.995127 starSED/mlt/m2.0Full.dat.gz 31.0292859 28.8039255 27.4312946 26.4064982 25.9346763 25.7322237 -1.49 1.93 0.045941 113.5 4
2251163277321 1.5336831 4.2655517 -56.7538481 102.002112 starSED/kurucz/km10_5500.fits_g25_5700.gz 27.1700677 26.1126625 25.6871512 25.5413073 25.4974942 25.4780182 -0.51 0.19 0.0094842 -99.9 0
1205288900617 1.5432018 4.2576371 -56.7643754 102.013924 starSED/mlt/m4.2Full.dat.gz 23.22007 20.9684898 19.5976183 18.1395893 17.4494827 17.1168343 -16.03 20.4 2.8694588 11.4 4
2251164147721 1.5407668 4.2575996 -56.763637 102.009703 starSED/mlt/m3.0Full.dat.gz 30.9249967 28.7479258 27.3873577 26.1590812 25.5931136 25.3832366 -1.73 0.09 0.0652529 -11.1 4
2251163533321 1.5420194 4.2447961 -56.7761709 102.004417 starSED/mlt/m1.3Full.dat.gz 28.7385072 26.4652551 25.1033685 24.2339865 23.8250379 23.6206668 -2.26 0.06 0.1055358 36.6 4
2251163101193 1.5382982 4.2494347 -56.7705913 102.000696 starSED/kurucz/km15_4500.fits_g00_4660.gz 28.4709969 26.3979415 25.4865685 25.1309484 24.9753311 24.8779128 -1.42 0.48 0.0271644 -116.1 0
2251161296905 1.5289715 4.2497863 -56.7672916 101.984815 starSED/mlt/m1.5Full.dat.gz 28.7178162 26.453506 25.0850006 24.1724959 23.7469323 23.5401195 -3.58 0.82 0.0902402 -76.1 4
872594589705 1.5268023 4.2554239 -56.7612585 101.984356 starSED/mlt/m4.5Full.dat.gz 26.1945713 23.933388 22.5432668 21.0107584 20.2755789 19.920937 -8.37 8.08 0.9358365 19.5 4
2251161876489 1.5305771 4.2534598 -56.7643209 101.989722 starSED/kurucz/km15_6000.fits_g30_6160.gz 20.0734416 19.1994002 18.8962605 18.8018714 18.7864939 18.7880391 -7.06 4.92 0.131765 4.7 0
2251148146697 1.4150915 4.3852535 -56.6026139 101.867839 starSED/mlt/m5.0Full.dat.gz 30.2566651 27.9842277 26.5566567 24.892833 24.0768597 23.6375484 -12.82 1.19 0.2086412 -146.2 4
2251148886025 1.4191371 4.3840845 -56.605015 101.874099 starSED/kurucz/km25_6000.fits_g40_6220.gz 23.0161403 22.274268 21.9750005 21.8753314 21.8571692 21.8639468 -1.37 -0.11 0.0385834 -33.8 0
1677009129481 1.4254386 4.3592483 -56.6305543 101.870438 starSED/mlt/m1.2Full.dat.gz 24.874825 22.6006886 21.2446102 20.3969391 19.9965149 19.7943867 -8.41 4.41 0.4781895 1.8 4
2027686397961 1.4168197 4.3657775 -56.6216131 101.859449 starSED/mlt/m4.0Full.dat.gz 26.4220948 24.1810247 22.8195813 21.4074762 20.7446999 20.4240104 -4.92 6.26 0.6908758 18.8 4
2251147167753 1.4171658 4.3636512 -56.6237376 101.858803 starSED/mlt/m1.4Full.dat.gz 30.7784527 28.509477 27.1442522 26.2537645 25.8368525 25.6311457 -1.25 -0.59 0.0404762 15 4
2390947647497 1.4332953 4.3600338 -56.6323223 101.884386 starSED/mlt/m3.6Full.dat.gz 28.0190502 25.80726 24.4526588 23.1202471 22.5026537 22.2215129 -14.71 -3.17 0.310313 -175 4
2251150381065 1.4339974 4.3620996 -56.63059 101.886796 starSED/kurucz/km10_5250.fits_g30_5470.gz 25.0102684 23.893088 23.3993269 23.2227606 23.1607209 23.1290964 -1.21 -0.34 0.0386723 -23.9 0
2027686651913 1.4331037 4.3619881 -56.63041 101.885196 starSED/mlt/m0.2Full.dat.gz 25.1481003 22.9502262 21.7049997 21.0594198 20.7449909 20.5801229 -1.08 2.78 0.3101701 40.5 4
872593516553 1.4332388 4.3758271 -56.6173442 101.89349 starSED/mlt/m4.8Full.dat.gz 26.0494707 23.7814163 22.368381 20.7571327 19.9736615 19.5768055 -8.07 9.2 1.0864256 22.6 4
2027686737929 1.4339722 4.373134 -56.6201295 101.893181 starSED/mlt/m5.3Full.dat.gz 29.7138113 27.4307035 25.9832421 24.2408265 23.3778124 22.861018 -2.12 2.55 0.3133286 45.5 4
2251150133257 1.4280556 4.3762292 -56.6153069 101.884828 starSED/mlt/m1.9Full.dat.gz 30.7991209 28.5653414 27.192762 26.1907811 25.728853 25.5242633 -0.71 0.09 0.0515703 -42.9 4
2027686584329 1.4270173 4.3717687 -56.6192 101.880447 starSED/mlt/m2.1Full.dat.gz 25.3668575 23.1506103 21.7788485 20.7317907 20.2502099 20.0507034 -2.99 7.79 0.5574424 52.5 4
2372166977545 1.4321028 4.3105356 -56.6788234 101.853451 starSED/kurucz/km20_6250.fits_g35_6490.gz 23.8388023 23.0517264 22.8138383 22.7511273 22.755341 22.7693219 -0.16 1.36 0.0169044 135.5 0
1677008410633 1.4180916 4.3479595 -56.6388953 101.851235 starSED/kurucz/km15_5000.fits_g00_5200.gz 19.0609992 17.5567108 16.9510247 16.7254325 16.6331123 16.5830551 -8.71 2.35 0.6240221 -9.3 0
2251145791497 1.4180071 4.3394742 -56.6469042 101.846135 starSED/mlt/m0.1Full.dat.gz 26.3287722 24.1412423 22.9081773 22.2794435 21.973339 21.8129943 -0.17 7.11 0.16323 190.1 4
2372166903817 1.4221425 4.3306539 -56.6565815 101.848087 starSED/mlt/m0.1Full.dat.gz 29.7447719 27.5572419 26.324177 25.6954431 25.3893386 25.228994 -1.72 0.69 0.0423058 -18.8 4
1677008175113 1.4206192 4.3271209 -56.6594397 101.843406 starSED/mlt/m3.8Full.dat.gz 25.723972 23.4971729 22.1412867 20.7711189 20.1326783 19.8292683 -4.85 8.33 0.789587 36.6 4
2251147200521 1.4316299 4.3214512 -56.668334 101.859015 starSED/mlt/m0.5Full.dat.gz 30.1382756 27.909004 26.6256783 25.9239174 25.583597 25.4055399 -0.39 1.98 0.038815 214.3 4
2251157258249 1.4811195 4.3293603 -56.676646 101.948713 starSED/kurucz/km15_4750.fits_g00_4910.gz 27.0611217 25.2983739 24.5388463 24.2468678 24.1236447 24.0504278 -0.49 1.49 0.0347216 92.2 0
2390949715977 1.4859053 4.314557 -56.6921981 101.948332 starSED/mlt/m3.2Full.dat.gz 29.7482014 27.5637457 26.2061493 24.9434125 24.3611349 24.1303022 -2.45 0.94 0.1194538 24.7 4
2251155578889 1.4686184 4.3401656 -56.6624223 101.933505 starSED/kurucz/km15_4750.fits_g05_4870.gz 28.7274765 27.0405237 26.2938693 26.0026288 25.8769369 25.8016545 -0.05 0.19 0.0174663 67.3 0
1205288605705 1.4735154 4.3378932 -56.666137 101.940602 starSED/kurucz/km20_5500.fits_g15_5720.gz 15.7655523 14.7487134 14.3641852 14.2223309 14.1723131 14.154035 -6.59 25.74 1.4770663 56.3 0
2251154915337 1.4643031 4.3430447 -56.6583181 101.927763 starSED/mlt/m3.0Full.dat.gz 31.0859968 28.908926 27.5483578 26.3200814 25.7541138 25.5442368 -3.13 0.34 0.0645654 -174.7 4
2251151953929 1.4592714 4.3115115 -56.6865859 101.90074 starSED/kurucz/km15_5250.fits_g15_5290.gz 25.3014052 24.0931692 23.5605307 23.3550298 23.2734492 23.2311459 -3.29 1.21 0.0394094 -270.1 0
2269765863433 1.4613977 4.3216642 -56.6776469 101.910315 starSED/mlt/m5.3Full.dat.gz 31.0502137 28.7674355 27.3202896 25.5780897 24.7152364 24.1985436 -7.9 -4.28 0.1780738 -237.9 4
2269765947401 1.4650586 4.3187241 -56.6816009 101.914898 starSED/mlt/m3.1Full.dat.gz 31.2710947 29.0914981 27.7327904 26.4873686 25.9133884 25.6939244 -2.78 -0.02 0.065013 -115.6 4
2251153727497 1.4624385 4.3304903 -56.6696174 101.917248 starSED/mlt/m0.9Full.dat.gz 31.3889446 29.1225436 27.7900272 27.005156 26.6293099 26.4355507 -1.29 0.4 0.0258702 -106.8 4
2251154698249 1.4674291 4.3304458 -56.6712521 101.925802 starSED/kurucz/km20_6250.fits_g35_6410.gz 23.2731855 22.4826101 22.2276153 22.1553231 22.1535702 22.1648148 -0.39 1 0.0248542 118.9 0
2269765507081 1.4488172 4.3301156 -56.6656227 101.893613 starSED/mlt/m0.6Full.dat.gz 31.0562609 28.8155773 27.5184681 26.7959846 26.4463564 26.2638426 -1.09 0.73 0.0280802 26.7 4
2251151785993 1.4528389 4.3275141 -56.6693719 101.89901 starSED/mlt/m0.2Full.dat.gz 30.7561004 28.5582263 27.3129998 26.6674199 26.352991 26.1881231 -1.4 -0.14 0.0251652 -67.2 4
2251150231561 1.4468642 4.3224444 -56.6722652 101.885782 starSED/kurucz/km20_6000.fits_g30_6160.gz 24.0908593 23.2514497 22.9542035 22.8580636 22.8401646 22.8421939 -0.52 -0.11 0.0214585 106.7 0
2251153152009 1.4523493 4.3507134 -56.6472381 101.911685 starSED/kurucz/km10_5250.fits_g15_5370.gz 24.168192 22.8879422 22.3600126 22.1703161 22.1006041 22.0607099 -1.72 2.71 0.0592107 21 0
2251151556617 1.4448599 4.3474051 -56.6479804 101.89689 starSED/kurucz/km50_3750.fits_g20_3930.gz 28.1131885 25.8545788 24.6122327 24.0356314 23.7474574 23.5845093 0.01 0.19 0.0845668 127.5 0
2390948507657 1.4570805 4.3358747 -56.6628061 101.911173 starSED/kurucz/km20_5750.fits_g25_5890.gz 19.9221971 19.0186541 18.6665483 18.5404947 18.5034966 18.4941105 -12.72 3.28 0.193553 -129.5 0
2251152242697 1.4485211 4.3474068 -56.6491482 101.903182 starSED/kurucz/km10_5250.fits_g10_5330.gz 21.8132579 20.4471611 19.8998507 19.7040206 19.6309415 19.587764 0.76 13.53 0.1797215 342.9 0
2251146215433 1.4152321 4.3537907 -56.6324574 101.849729 starSED/mlt/m1.5Full.dat.gz 30.6564542 28.3929293 27.0250741 26.1129964 25.6877709 25.4811664 -2.55 1.47 0.0494083 -114.3 4
2372167006217 1.4214032 4.3467311 -56.6411186 101.856205 starSED/kurucz/km10_5500.fits_g35_5740.gz 25.6047957 24.6155683 24.1941619 24.0504305 24.0092105 23.9934297 -0.17 0.83 0.0219584 249.9 0
1205288333321 1.4337899 4.3521994 -56.6399014 101.880669 starSED/mlt/m4.0Full.dat.gz 23.3520948 21.1110247 19.7495813 18.3374762 17.6746999 17.3540104 10.63 45.9 2.4188002 83 4
2251150325769 1.4435388 4.3334848 -56.6607446 101.886505 starSED/mlt/m1.9Full.dat.gz 31.0651205 28.831341 27.4587616 26.4567807 25.9948526 25.7902629 -1.78 0.81 0.0463234 54.1 4
2251158089737 1.492442 4.3090066 -56.6995404 101.956351 starSED/mlt/m0.7Full.dat.gz 27.8663552 25.6153932 24.3052881 23.5619542 23.2032655 23.0166255 -2.03 8.3 0.1174898 216.9 4
2251157039113 1.4872867 4.3078883 -56.6989573 101.946827 starSED/mlt/m2.1Full.dat.gz 28.8455348 26.6288969 25.256811 24.2095386 23.7277912 23.5281806 -3.99 3.02 0.1279971 -10.4 4
2251158079497 1.4948942 4.3015674 -56.7073709 101.956242 starSED/mlt/m3.1Full.dat.gz 26.5807603 24.4007813 23.0417509 21.7961133 21.2219693 21.0024015 -18.61 19.68 0.4303284 78 4
2251152408585 1.4624597 4.3093142 -56.6896857 101.904942 starSED/kurucz/km15_6000.fits_g30_6080.gz 21.0805482 20.1992148 19.8780646 19.7741814 19.7534181 19.7521924 -2.13 4.09 0.0906567 104.7 0
1677010995209 1.474762 4.3068814 -56.6959173 101.924689 starSED/mlt/m2.3Full.dat.gz 24.5318448 22.331782 20.9617511 19.8706869 19.3691178 19.1753415 -13.36 -0.9 0.7610269 -37.8 4
2251154300937 1.4751009 4.3016121 -56.7010177 101.922201 starSED/kurucz/km30_5000.fits_g05_5060.gz 14.6212539 13.2847213 12.6690422 12.4138755 12.300429 12.2446805 -11.07 25.85 0.2626637 237.7 0
2251153319945 1.4685474 4.3058187 -56.6949408 101.913377 starSED/kurucz/km20_4250.fits_g00_4490.gz 30.1779252 27.9916962 26.9683002 26.5509344 26.3608637 26.2493342 -0.45 0.44 0.0150661 184.6 0
1677011521545 1.490889 4.2873934 -56.7195251 101.941092 starSED/kurucz/km20_5750.fits_g20_5970.gz 18.6008673 17.6653209 17.3418598 17.2305953 17.1991808 17.1921541 -0.65 5.83 0.271144 96.5 0
2251157092361 1.4975708 4.2780221 -56.7305346 101.94714 starSED/mlt/m2.6Full.dat.gz 28.3522445 26.1701949 24.8039119 23.6505972 23.1200144 22.928945 -6.72 5.76 0.1779099 -23.3 4
2251155152905 1.4828604 4.2917665 -56.7128214 101.929818 starSED/mlt/m0.3Full.dat.gz 29.6298312 27.4215656 26.1638776 25.5004225 25.1775027 25.0081561 -1.27 -0.51 0.0456037 92.1 4
872594233353 1.4973039 4.2900979 -56.719007 101.953714 starSED/mlt/m3.8Full.dat.gz 23.6069356 21.3790169 20.0221621 18.6513458 18.012416 17.7086953 -0.43 24.69 1.9897568 51.1 4
2251143321609 1.4158035 4.3077028 -56.6762855 101.823776 starSED/kurucz/km15_5250.fits_g10_5430.gz 24.456679 23.2436841 22.7572763 22.575837 22.506516 22.4722787 -1.05 0.98 0.0390481 -45.1 0
2251146086409 1.4334036 4.2985095 -56.6906294 101.848659 starSED/mlt/m3.0Full.dat.gz 30.0899973 27.9140769 26.5544767 25.3268474 24.7613719 24.5518064 -4.84 0.34 0.1020469 -182.3 4
2251146928137 1.4344748 4.3086048 -56.6814112 101.856401 starSED/mlt/m0.3Full.dat.gz 26.3994421 24.1919715 22.9349446 22.2719139 21.94934 21.7802018 -2.98 2.37 0.1833158 30.9 4
2251145900041 1.4286841 4.3096475 -56.67857 101.847055 starSED/kurucz/km20_4250.fits_g00_4490.gz 26.392552 24.2070983 23.1843619 22.7674154 22.5776997 22.4663796 -3.65 2.55 0.091622 -62.8 0
2372166742025 1.4239317 4.3048762 -56.6815667 101.836095 starSED/kurucz/km15_5750.fits_g20_5770.gz 20.7465473 19.7414818 19.3573751 19.2211423 19.1789087 19.1633316 -5.62 6.65 0.156964 12.4 0
2390946996233 1.4475017 4.282956 -56.7098721 101.863819 starSED/mlt/m1.6Full.dat.gz 29.5548967 27.2977347 25.927827 24.9936777 24.5597456 24.3527276 -0.98 2.11 0.0759976 129.7 4
2390947026953 1.447892 4.2841914 -56.7088268 101.865213 starSED/mlt/m2.1Full.dat.gz 29.9875035 27.7720376 26.4009242 25.3542955 24.8730481 24.6737498 -2.02 5.02 0.0749204 83.9 4
2251147567113 1.448673 4.2773042 -56.7155998 101.862531 starSED/kurucz/km50_5000.fits_g00_5120.gz 16.2809288 14.9264721 14.3224037 14.0753798 13.9644136 13.9134998 -0.97 0.14 0.1393157 20.2 0
2390947252233 1.4531272 4.2802884 -56.7141981 101.871941 starSED/mlt/m0.3Full.dat.gz 29.8441369 27.6362688 26.3789114 25.7156685 25.3929217 25.2236793 -0.46 0.57 0.0412857 15.3 4
2251149561865 1.4546276 4.2890865 -56.7063444 101.879663 starSED/mlt/m3.3Full.dat.gz 27.7567856 25.5673464 24.211624 22.9322607 22.3420312 22.0991249 -14.17 -1.98 0.2917427 -175.8 4
2251149064201 1.4513726 4.2913883 -56.7031234 101.875407 starSED/kurucz/km20_6000.fits_g35_6020.gz 20.7740581 19.9594472 19.6237353 19.506789 19.4777768 19.4758194 -6.71 1.4 0.1321296 -148.8 0
2251146543113 1.4386808 4.2894951 -56.700856 101.852465 starSED/mlt/m3.4Full.dat.gz 29.5793081 27.3835237 26.0290468 24.7326823 24.1340301 23.8784349 -2.41 6.42 0.1462177 125.2 4
1677008990217 1.44459 4.2961824 -56.6964133 101.866539 starSED/mlt/m2.9Full.dat.gz 25.71973 23.5445313 22.183055 20.9730423 20.4158027 20.2137621 -7.34 0.32 0.5874894 -26.1 4
2251155136521 1.4990518 4.2436894 -56.7635373 101.929672 starSED/mlt/m0.4Full.dat.gz 28.935908 26.71718 25.446781 24.7645676 24.4330202 24.2592754 -4.2 0.64 0.0598412 -142.3 4
2251154378761 1.4958336 4.2415009 -56.7645841 101.922847 starSED/mlt/m5.5Full.dat.gz 30.3717154 28.0796226 26.6213041 24.8265165 23.9376461 23.3741447 -3.95 19.45 0.257158 253 4
2251153035273 1.4916767 4.2333964 -56.7709356 101.910948 starSED/kurucz/km20_5250.fits_g15_5490.gz 22.6345274 21.5651896 21.1133825 20.9379225 20.8704556 20.8408044 -3.32 1.29 0.0864968 36.7 0
1677011288073 1.5004262 4.2464866 -56.7613255 101.933674 starSED/mlt/m0.5Full.dat.gz 25.5216589 23.2915942 22.0076098 21.3054242 20.9647591 20.7864937 -7.15 -1.45 0.2782275 -86.5 4
1677011179529 1.4981049 4.2480543 -56.7590997 101.930587 starSED/kurucz/km20_5500.fits_g10_5620.gz 18.0497052 16.9553261 16.5438951 16.3905511 16.3318845 16.308343 -5.01 2.69 0.538022 4.8 0
2251151046665 1.4758492 4.2491078 -56.7509967 101.892848 starSED/mlt/m1.9Full.dat.gz 30.5844423 28.3510545 26.9787996 25.9770329 25.5152722 25.3107867 -2.39 -0.2 0.0541253 -118 4
2251151228937 1.476864 4.2483833 -56.7520074 101.894173 starSED/kurucz/km45_6250.fits_g30_6390.gz 20.2567761 19.4696309 19.2246599 19.1527566 19.147009 19.1559273 -6.02 0.71 0.0805749 -333.1 0
1205288427529 1.481209 4.2498615 -56.7519949 101.902524 starSED/mlt/m2.8Full.dat.gz 25.3165185 23.1406967 21.7776832 20.5860525 20.0374821 19.8410036 -14.95 -1.64 0.6947043 -62.8 4
2251152117769 1.4820417 4.2469827 -56.754988 101.902277 starSED/kurucz/km10_5000.fits_g10_5020.gz 26.5699413 24.9791036 24.307364 24.0595658 23.9582063 23.8925891 -1.45 0.69 0.0338376 -58.9 0
2390948866057 1.4921419 4.2506393 -56.7547482 101.921818 starSED/kurucz/km25_6250.fits_g35_6470.gz 21.0733324 20.3024997 20.0617275 19.9950868 19.9960534 20.0093695 -1.54 0.54 0.0551569 0.6 0
2390948313097 1.4811736 4.2541676 -56.7479043 101.904978 starSED/kurucz/km50_6250.fits_g35_6330.gz 22.4346008 21.690038 21.4214079 21.3368232 21.3257288 21.3348867 -2.87 0.32 0.0422085 -192.6 0
2251149707273 1.4629393 4.2667414 -56.7301673 101.880916 starSED/mlt/m0.4Full.dat.gz 29.4469079 27.2281799 25.9577809 25.2755675 24.9440201 24.7702753 -2.08 1.21 0.053064 104.2 4
2251151063049 1.4660833 4.2780744 -56.7204369 101.892949 starSED/kurucz/km50_6500.fits_g35_6520.gz 16.8866867 16.1402185 15.908836 15.8457694 15.847907 15.8626408 2.09 21.01 0.4157191 230.1 0
2251154403337 1.4862747 4.2700494 -56.7344864 101.923035 starSED/kurucz/km45_4250.fits_g00_4250.gz 26.5690606 24.2733258 23.0621514 22.5260273 22.270345 22.1314636 -4.93 4.34 0.1344002 37.6 0
1205288472585 1.4813655 4.2713217 -56.7317143 101.915322 starSED/mlt/m2.7Full.dat.gz 23.1355269 20.957116 19.5922779 18.4193963 17.8796035 17.686657 -12.1 9.68 1.7482358 3.3 4
2372167888905 1.4899732 4.2716183 -56.7341798 101.93032 starSED/mlt/m2.1Full.dat.gz 22.8918575 20.6756102 19.3038485 18.2567907 17.7752099 17.5757034 -10.32 120.46 2.0248833 211.6 4
2372167794697 1.4853363 4.2714912 -56.732821 101.922259 starSED/mlt/m1.8Full.dat.gz 30.4210058 28.1786048 26.806139 25.8267571 25.3743103 25.1681697 -0.64 1.25 0.0555392 101.3 4
1677009862665 1.4593986 4.2962556 -56.7010784 101.892058 starSED/mlt/m2.7Full.dat.gz 27.0568567 24.8788321 23.514317 22.3416508 21.8020227 21.60918 -2.51 3.11 0.2673006 26.5 4
2251151282185 1.462215 4.2922441 -56.7057783 101.894563 starSED/kurucz/km15_5750.fits_g30_5890.gz 19.3762134 18.4685483 18.1025535 17.9753979 17.9410684 17.9322622 -8.01 -0.62 0.2740312 -79.2 0
872593747977 1.471693 4.2918699 -56.7091597 101.910656 starSED/kurucz/km25_4750.fits_g00_4990.gz 10.8872103 9.36488457 8.68259146 8.40743385 8.28615916 8.2240904 -15.94 -2.47 1.5689171 -29.4 0
1677009754121 1.4615276 4.2844391 -56.7129521 101.888823 starSED/mlt/m5.1Full.dat.gz 30.3004698 28.0254269 26.5912732 24.9015 24.069469 23.6050409 -3.48 3.58 0.2100874 22.4 4
2251151407113 1.466062 4.2827678 -56.7159841 101.895652 starSED/mlt/m3.3Full.dat.gz 29.7907857 27.6013465 26.2456241 24.9662608 24.3760313 24.1331251 -6.09 1.86 0.1127717 -45.6 4
